#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Hvcn1	NM_001042489|NM_028752	0.0919699231988	3	0	0
Gbp7	NM_001083312|NM_145545	0.733086073451	47	0	2
Arrdc1	NM_001162485|NM_178408|NR_027876	12.4569461357	255	0	63
Ercc5	NM_011729	0.0	0	0	0
Mrpl15	NR_033530|NM_025300|NM_001177658	17.4439289464	867	50	35
Dclk1	NM_019978|NM_001111053|NM_001195538|NM_001111052|NM_001111051|NM_001195539|NM_001195540	83.8956723386	6975	2	14
Tssc4	NM_001115085|NM_020285|NM_138631	13.632334268	222	79	2
Gm101	NM_001115074	0.0	0	0	0
Pum2	NM_001160222|NM_001160221|NM_001160220|NM_001160219|NR_027670|NM_030723	12.507996931	941	8	0
Erv3	NM_001166206	0.0	0	0	0
Gm10922	NM_001085554	0.0	0	0	0
Gm14347	NM_001085543	0.0	0	0	0
Dpys	NM_022722|NM_001164466	0.0	0	0	0
Gabra4	NM_010251	0.0	0	0	0
Serpina3g	NM_009251	0.707324716167	12	0	0
Gabra1	NM_010250	0.0	0	0	0
Mapk9	NM_001163671|NM_001163672|NM_016961|NM_207692	8.7484038003	489	13	2
St7	NM_022332|NM_001083315	0.038598629845	1	0	0
Gga1	NM_145929	12.5334865361	454	123	40
AW549877	NM_145930	4.72009464354	287	92	13
Stac2	NM_146028	1.99164625791	73	0	0
2610203C22Rik	NR_015470	0.0	0	0	0
Rab3d	NM_031874	0.0	0	0	0
Tas1r2	NM_031873	0.0	0	0	0
Tekt4	NM_027951	0.0	0	0	0
Slc39a5	NM_028051|NM_001136237|NM_028092	0.183415186431	4	0	0
Phf7	NM_027949	1.09764853622	26	0	0
6030422M02Rik	NM_177722	0.0	0	0	0
Snhg6	NR_024067	1.85216521099	9	0	1
Snord87	NR_004410	0.0	0	0	0
Nek2	NM_010892	0.142398889431	5	0	2
Sult1b1	NM_019878	0.0	0	0	0
Nfatc3	NM_010901	0.111604299485	8	0	0
Dlc1	NM_015802|NM_001194940|NM_001194941	3.79028274741	275	0	0
Arfgef1	NM_001102430	19.2180164187	1585	105	38
2700078E11Rik	NM_030197|NM_001172097|NM_001172096	0.0	0	0	0
4930528F23Rik	NM_029197	0.0	0	0	0
4930544O15Rik	NM_029196	0.0	0	0	0
Cygb	NM_030206	0.0359326584142	1	0	0
Ythdf2	NM_145393	16.4586249232	691	0	1
Coro7	NM_030205	0.204114621183	9	0	5
Tmem51	NM_145402	0.0	0	0	0
Tapbpl	NM_145391	0.0434885912583	1	0	0
Ankrd7	NM_029202|NM_001167757	0.0352521156412	1	0	0
4930555I21Rik	NM_030189	0.0	0	0	0
Ube4a	NM_145400	5.21680128745	378	105	0
Tmem180	NM_029186	0.0734728304944	2	0	0
Zcchc4	NM_030185	0.0	0	0	0
Rasd2	NM_029182	0.0	0	0	0
Vsig1	NM_030181|NM_026103	0.0	0	0	0
Clip4	NM_175378|NM_030179	8.18718514306	255	0	60
Usp54	NM_030180	2.47685334264	186	10	0
Spata2L	NM_030176	12.968572001	369	31	0
Hhipl2	NM_030175	0.0	0	0	0
Rictor	NM_030168	12.6569595807	1407	0	132
Mios	NM_145374	7.72238327207	342	55	0
